Unnamed: 0,x,y,z,Name,Id,Vertex Index,PType,uncertaintyclasses
0,2400.0,1500.0,-254.2672,Horizon_01,316,1,0,0.0
1,2396.4286,1500.0,-254.2672,Horizon_01,316,2,0,0.0
2,2392.8571,1500.0,-254.2672,Horizon_01,316,3,0,0.0
3,2389.2857,1500.0,-254.2672,Horizon_01,316,4,0,0.0
4,2385.7143,1500.0,-254.2672,Horizon_01,316,5,0,0.0
5,2382.1429,1500.0,-254.2672,Horizon_01,316,6,0,0.0
6,2378.5714,1500.0,-254.2672,Horizon_01,316,7,0,0.0
7,2375.0,1500.0,-254.2672,Horizon_01,316,8,0,0.0
8,2371.4286,1500.0,-254.2672,Horizon_01,316,9,0,0.0
9,2367.8571,1500.0,-254.2672,Horizon_01,316,10,0,0.0
10,2364.2857,1500.0,-254.2672,Horizon_01,316,11,0,0.0
11,2360.7143,1500.0,-254.2672,Horizon_01,316,12,0,0.0
12,2357.1429,1500.0,-254.2672,Horizon_01,316,13,0,0.0
13,2353.5714,1500.0,-254.2672,Horizon_01,316,14,0,0.0
14,2350.0,1500.0,-254.2672,Horizon_01,316,15,0,0.0
15,2346.4286,1500.0,-254.2672,Horizon_01,316,16,0,0.0
16,2342.8571,1500.0,-254.2672,Horizon_01,316,17,0,0.0
17,2339.2857,1500.0,-254.2672,Horizon_01,316,18,0,0.0
18,2335.7143,1500.0,-254.2672,Horizon_01,316,19,0,0.0
19,2332.1429,1500.0,-254.2672,Horizon_01,316,20,0,0.0
20,2328.5714,1500.0,-254.2672,Horizon_01,316,21,0,0.0
21,2325.0,1500.0,-254.2672,Horizon_01,316,22,0,0.0
22,2321.4286,1500.0,-254.2672,Horizon_01,316,23,0,0.0
23,2317.8571,1500.0,-254.2672,Horizon_01,316,24,0,0.0
24,2314.2857,1500.0,-254.2672,Horizon_01,316,25,0,0.0
25,2310.7143,1500.0,-254.2672,Horizon_01,316,26,0,0.0
26,2307.1429,1500.0,-254.2672,Horizon_01,316,27,0,0.0
27,2303.5714,1500.0,-254.2672,Horizon_01,316,28,0,0.0
28,2300.0,1500.0,-254.2672,Horizon_01,316,29,0,0.0
29,2296.4286,1500.0,-254.2672,Horizon_01,316,30,0,0.0
30,2292.8571,1500.0,-254.2672,Horizon_01,316,31,0,0.0
31,2289.2857,1500.0,-254.2672,Horizon_01,316,32,0,0.0
32,2285.7143,1500.0,-254.2672,Horizon_01,316,33,0,0.0
33,2282.1429,1500.0,-254.2672,Horizon_01,316,34,0,0.0
34,2278.5714,1500.0,-254.2672,Horizon_01,316,35,0,0.0
35,2275.0,1500.0,-254.2672,Horizon_01,316,36,0,0.0
36,2271.4286,1500.0,-254.2672,Horizon_01,316,37,0,0.0
37,2267.8571,1500.0,-254.2672,Horizon_01,316,38,0,0.0
38,2264.2857,1500.0,-254.2672,Horizon_01,316,39,0,0.0
39,2260.7143,1500.0,-254.2672,Horizon_01,316,40,0,0.0
40,2257.1429,1500.0,-254.2672,Horizon_01,316,41,0,0.0
41,2253.5714,1500.0,-254.2672,Horizon_01,316,42,0,0.0
42,2250.0,1500.0,-254.2672,Horizon_01,316,43,0,0.0
43,2246.4286,1500.0,-254.2672,Horizon_01,316,44,0,0.0
44,2242.8571,1500.0,-254.2672,Horizon_01,316,45,0,0.0
45,2239.2857,1500.0,-254.2672,Horizon_01,316,46,0,0.0
46,2235.7143,1500.0,-254.2672,Horizon_01,316,47,0,0.0
47,2232.1429,1500.0,-254.2672,Horizon_01,316,48,0,0.0
48,2228.5714,1500.0,-254.2672,Horizon_01,316,49,0,0.0
49,2225.0,1500.0,-254.2672,Horizon_01,316,50,0,0.0
50,2221.4286,1500.0,-254.2672,Horizon_01,316,51,0,0.0
51,2217.8571,1500.0,-254.2672,Horizon_01,316,52,0,0.0
52,2214.2857,1500.0,-254.2672,Horizon_01,316,53,0,0.0
53,2210.7143,1500.0,-254.2672,Horizon_01,316,54,0,0.0
54,2207.1429,1500.0,-254.2672,Horizon_01,316,55,0,0.0
55,2203.5714,1500.0,-254.2672,Horizon_01,316,56,0,0.0
56,2200.0,1500.0,-254.2672,Horizon_01,316,57,0,0.0
57,2400.0,1497.3394,-256.5582,Horizon_01,316,58,0,0.0
58,2396.4286,1497.3394,-256.5582,Horizon_01,316,59,0,0.0
59,2392.8571,1497.3394,-256.5582,Horizon_01,316,60,0,0.0
