Unnamed: 0,x,y,z,Name,Id,Vertex Index,PType,Answers
1254,600.0,3970.019,2.7929,Horizon_01,298,1255,0,5.0
1255,603.5714,3970.019,2.7929,Horizon_01,298,1256,0,5.0
1256,607.1429,3970.019,2.7929,Horizon_01,298,1257,0,5.0
1257,610.7143,3970.019,2.7929,Horizon_01,298,1258,0,5.0
1258,614.2857,3970.019,2.7929,Horizon_01,298,1259,0,5.0
1259,617.8571,3970.019,2.7929,Horizon_01,298,1260,0,5.0
1260,621.4286,3970.019,2.7929,Horizon_01,298,1261,0,5.0
1261,625.0,3970.019,2.7929,Horizon_01,298,1262,0,5.0
1262,628.5714,3970.019,2.7929,Horizon_01,298,1263,0,5.0
1263,632.1429,3970.019,2.7929,Horizon_01,298,1264,0,5.0
1264,635.7143,3970.019,2.7929,Horizon_01,298,1265,0,5.0
1265,639.2857,3970.019,2.7929,Horizon_01,298,1266,0,5.0
1266,642.8571,3970.019,2.7929,Horizon_01,298,1267,0,5.0
1267,646.4286,3970.019,2.7929,Horizon_01,298,1268,0,5.0
1268,650.0,3970.019,2.7929,Horizon_01,298,1269,0,5.0
1269,653.5714,3970.019,2.7929,Horizon_01,298,1270,0,5.0
1270,657.1429,3970.019,2.7929,Horizon_01,298,1271,0,5.0
1271,660.7143,3970.019,2.7929,Horizon_01,298,1272,0,5.0
1272,664.2857,3970.019,2.7929,Horizon_01,298,1273,0,5.0
1273,667.8571,3970.019,2.7929,Horizon_01,298,1274,0,5.0
1274,671.4286,3970.019,2.7929,Horizon_01,298,1275,0,5.0
1275,675.0,3970.019,2.7929,Horizon_01,298,1276,0,5.0
1276,678.5714,3970.019,2.7929,Horizon_01,298,1277,0,5.0
1277,682.1429,3970.019,2.7929,Horizon_01,298,1278,0,5.0
1278,685.7143,3970.019,2.7929,Horizon_01,298,1279,0,5.0
1279,689.2857,3970.019,2.7929,Horizon_01,298,1280,0,5.0
1280,692.8571,3970.019,2.7929,Horizon_01,298,1281,0,5.0
1281,696.4286,3970.019,2.7929,Horizon_01,298,1282,0,5.0
1282,700.0,3970.019,2.7929,Horizon_01,298,1283,0,5.0
1283,703.5714,3970.019,2.7929,Horizon_01,298,1284,0,5.0
1284,707.1429,3970.019,2.7929,Horizon_01,298,1285,0,5.0
1285,710.7143,3970.019,2.7929,Horizon_01,298,1286,0,5.0
1286,714.2857,3970.019,2.7929,Horizon_01,298,1287,0,5.0
1287,717.8571,3970.019,2.7929,Horizon_01,298,1288,0,5.0
1288,721.4286,3970.019,2.7929,Horizon_01,298,1289,0,5.0
1289,725.0,3970.019,2.7929,Horizon_01,298,1290,0,5.0
1290,728.5714,3970.019,2.7929,Horizon_01,298,1291,0,5.0
1291,732.1429,3970.019,2.7929,Horizon_01,298,1292,0,5.0
1292,735.7143,3970.019,2.7929,Horizon_01,298,1293,0,5.0
1293,739.2857,3970.019,2.7929,Horizon_01,298,1294,0,5.0
1294,742.8571,3970.019,2.7929,Horizon_01,298,1295,0,5.0
1295,746.4286,3970.019,2.7929,Horizon_01,298,1296,0,5.0
1296,750.0,3970.019,2.7929,Horizon_01,298,1297,0,5.0
1297,753.5714,3970.019,2.7929,Horizon_01,298,1298,0,5.0
1298,757.1429,3970.019,2.7929,Horizon_01,298,1299,0,5.0
1299,760.7143,3970.019,2.7929,Horizon_01,298,1300,0,5.0
1300,764.2857,3970.019,2.7929,Horizon_01,298,1301,0,5.0
1301,767.8571,3970.019,2.7929,Horizon_01,298,1302,0,5.0
1302,771.4286,3970.019,2.7929,Horizon_01,298,1303,0,5.0
1303,775.0,3970.019,2.7929,Horizon_01,298,1304,0,5.0
